rank,title,studio,lifetime_gross,year
14747,The Carer,Crnth,6208,2016
14748,The Red Chapel,Lorb.,6196,2010
14749,Times and Winds,Kino,6176,2008
14752,Sweetwater,,6147,2013
14753,Crazy Eyes,Strand,6141,2012
14755,Guitar Innovators: John Fahey & Nels Cline,FRun,6132,2013
14758,"El Sicario, Room 164",Icar.,6123,2011
14759,Welcome to Pine Hill,Osci.,6115,2013
14760,Arise from Darkness,Indic.,6112,2017
14761,Rangrezz,UTV,6108,2013
14762,The Last Fall,TFO,6100,2012
14763,The Last Time I Saw Macao,CGld,6095,2013
14765,Barely Lethal,A24,6075,2015
14767,The Fuzz,Indic.,6067,2017
14768,The Miners' Hymns,Icar.,6051,2012
14769,Tip Top,KL,6050,2014
14770,Marquise of O,FM,6048,2015
14771,Love and Air Sex,Trib.,6047,2014
14772,The Family Tree,EOne,6035,2011
14774,Las Acacias,OutF,6000,2012
14776,The Bride & The Grooms,Smb.,5995,2009
14777,BearCity,TLA,5980,2010
14778,On Wings of Eagles,AD,5975,2017
14779,"Sex, Death and Bowling",Mont.,5972,2015
14780,The Playroom,Free,5964,2013
14781,Cavemen,WGUSA,5948,2014
14782,American Animal,Scre.,5928,2012
14783,Waiting for Dublin,CLS,5925,2009
14784,Sweethearts of the Prison Rodeo,CP,5922,2010
14785,I Am MLK Jr.,Gathr,5918,2018
14786,Gabriel,Osci.,5917,2015
14787,Gang of Ghosts,Eros,5906,2014
14788,Slash,Boxcar,5902,2016
14790,Medeas,TVC,5895,2015
14791,The Strange Little Cat,KS,5885,2014
14792,The Imperialists Are Still Alive!,IFC,5874,2011
14793,Tad the Lost Explorer and the Secret of King Midas,ParC,5874,2017
14794,A Bottle in the Gaza Sea,FM,5872,2013
14797,Buzzkill,Indic.,5860,2012
14799,Top Spin,FRun,5858,2015
14800,The Work,Orch.,5853,2017
14801,Bourek,Argo.,5844,2016
14802,Shout Gladi Gladi,ICir,5839,2015
14803,"2 Autumns, 3 Winters",FM,5819,2014
14807,Five Dances,Pala.,5788,2013
14808,Choose Connor,Strand,5788,2008
14809,Black November,P4,5782,2015
14810,Undrafted,INDEP,5777,2016
14811,Sushi: The Global Catch,AM,5757,2012
14812,A Dark Truth,Magn.,5750,2013
14813,The Devil's Hand,RAtt.,5746,2014
14816,The Vault,FR,5728,2017
14818,Save the Date,IFC,5719,2012
14820,Fraulein,FM,5715,2008
14822,Trespass Against Us,A24,5711,2017
14824,Klown Forever,Drft.,5700,2016
14825,The Wanted 18,KL,5680,2015
14826,Aurora,CGld,5677,2011
14827,People of a Feather,FRun,5677,2013
14828,Midnight Reckoning,Wint.,5673,2010
14829,Death Defying Acts,TRR,5665,2008
14830,Tu Dors Nicole,Kino,5662,2015
14832,Knife Fight,IFC,5661,2013
14833,Papirosen,FM,5658,2014
14834,This Isn't Funny,CFF,5654,2015
14836,The Ardennes,FM,5638,2017
14837,No culpes al karma,Sony,5614,2017
14838,The Amazing Truth About Queen Raquela,Reg.,5597,2008
14839,Rage (Rabia),Strand,5594,2011
14840,Chic!,Distrib.,5587,2015
14841,Elevate,Vari.,5580,2011
14842,Our Man in Tehran,FRun,5573,2015
14843,Kid Cannabis,WGUSA,5565,2014
14844,Bookers Place,Trib.,5549,2012
14845,Oro,Sony,5539,2017
14846,Gabrielle (2014),EOne,5534,2014
14847,Gogol Bordello Non-Stop,Lorb.,5532,2009
14848,American Grindhouse,Lorb.,5529,2010
14849,Are We Not Cats,Cleopatra,5518,2018
14850,Young and Wild,IFC,5514,2012
14851,The Living,Mont.,5514,2015
14852,Icaros: A Vision,Factory,5510,2017
14853,The Reagan Show,Grav.,5500,2017
14856,Man From Earth: Holocene,PDF,5472,2017
14859,Universal Soldier: Day of Reckoning,Magn.,5460,2012
14860,Reset,FR,5454,2017
14862,Cuban Food Stories,FRun,5434,2018
14863,Nights and Weekends,IFC,5430,2008
14866,Flex is Kings,BBFR,5418,2014
14868,Whiz Kids,Shad.,5386,2010
14869,The Only Real Game,TORG,5384,2014
14871,Dog Days of Summer,MTop,5383,2008
14877,Far from Men,Trib.,5336,2015
14878,She's Lost Control,MR,5319,2015
14879,Heartbeat Detector,NYer,5309,2008
14881,The Guillotines,WGUSA,5290,2013
14883,The Time Being,Trib.,5274,2013
14884,From Mayerling to Sarajevo (2015 re-issue),FDesk,5247,2015
14886,Speed-Dating,RR,5240,2010
14887,The Dead Lands,Magn.,5240,2015
14890,The Princess of France,CGld,5212,2015
14891,Death Valley,Indic.,5211,2015
14892,The Good Doctor,Magn.,5206,2012
14893,12 Days,Distrib.,5204,2018
14894,A Lawyer Walks Into a Bar...,Indic.,5202,2008
14900,And They're Off,KBR,5154,2011
14901,Flash Point,TRR,5151,2008
14903,Turn the River,Scre.,5149,2008
14905,Dhoondte Reh Jaoge,UTV,5127,2009
14906,Return to Nuke 'Em High Volume 1,Anch.,5122,2014
14907,Intersection (2018),Indic.,5116,2018
14909,The Strip,Truly,5107,2009
14910,Liar's Autobiography,BSM,5102,2012
14912,God and Gays: Bridging the Gap,Indic.,5095,2008
14913,Bad Lucky Goat,FM,5088,2017
14914,On War,Indic.,5086,2015
14915,Welcome to Happiness,Orion,5083,2016
14916,Poisoned by Polonium: The Litvinenko File,Kino,5080,2008
14918,Bidder 70,FRun,5074,2013
14920,Tanner Hall,Anch.,5073,2011
14921,Flypaper,IFC,5043,2011
14922,Sleepwalker,IFC,5012,2014
14923,Downtown Express,ICir,5010,2012
14924,The Texture of Falling,BloodSweatHo,5010,2018
14925,Social Animals,VE,5007,2018
14926,Hadewijch,IFC,5006,2010
14928,Bringing Up Bobby,Mont.,4975,2012
14929,Daytime Drinking,Elev.,4970,2009
14931,Nuclear Nation,FRun,4960,2013
14932,Herman's House,FRun,4956,2013
14933,SBK The-Movie,HanM,4950,2015
14934,Tournament,Gathr,4942,2017
14935,A Whale of a Tale,FLM,4941,2018
14936,Tomorrow When the War Began,Free,4936,2012
14937,Company Town,FRun,4934,2017
14939,Supporting Characters,Trib.,4917,2013
14940,Gerontophilia,Strand,4916,2015
14941,Guidance,Strand,4900,2015
14943,Brake,IFC,4876,2012
14945,Revelation Road 2,Free,4871,2013
14946,Nothing Bad Can Happen,Drft.,4870,2014
14949,Call Her Applebroog,Zeit.,4842,2016
14950,Burke and Hare,IFC,4833,2011
14951,A Man Vanishes (2012 re-release),Icar.,4829,2012
14953,Ferlinghetti: The Rebirth of Wonder,FRun,4816,2013
14956,The Oxford Murders,Magn.,4803,2010
14958,Notes on Appearance,Ghop,4787,2018
14959,Half the Road,FRun,4783,2014
14963,Starless Dreams,CGld,4776,2017
14965,Status Update,VE,4764,2018
14966,Tre,CLS,4759,2008
14968,Miss Hill: Making Dance Matter,FRun,4706,2015
14969,Jenny's Wedding,IFC,4704,2015
14970,Shot,Pala.,4701,2017
14971,Marinoni: The Fire in the Frame,FRun,4696,2016
14974,Death Metal Angola,TVC,4674,2014
14975,Blood on the Mountain,Abr.,4664,2016
14976,Night School (2017),Osci.,4663,2017
14978,I Love You Both,Magn.,4661,2017
14981,Tribes of Palos Verdes,IFC,4651,2017
14982,Shakespeare Wallah (re-issue),Cohen,4650,2017
14983,Against the Sun,TAFC,4646,2015
14984,Red (2008),Magn.,4643,2008
14985,Hotel Normandy,Rialto,4640,2013
14986,The Death Factory Bloodletting,Noct.,4638,2009
14987,Sworn Virgin,Strand,4636,2016
14988,Ashby,TFA,4631,2015
14989,Seeds of Time,KL,4630,2015
14990,Breathing,KL,4630,2012
14992,Mad Detective,IFC,4629,2008
14993,Miss Stevens,Orch.,4611,2016
14996,Automatic Hate,FM,4603,2016
14997,Newlyweds,Trib.,4584,2012
14998,Search Party,FCW,4571,2016
15000,Smiling Through the Apocalypse,FRun,4560,2014
15002,All is Bright,Anch.,4556,2013
15003,A Boy Called Po,Free,4550,2017
15004,To Die is Hard,DWOES,4549,2010
15005,Kangaroo,Abr.,4547,2018
15007,Promised Lands (2010 re-issue),FDesk,4546,2010
15008,Kickboxer Retaliation,WGUSA,4537,2018
15010,Here Comes the Devil,Magn.,4534,2013
15011,Unrelated,KL,4529,2014
15012,Vengeance: A Love Story,FR,4526,2017
15013,House of the Sleeping Beauties,FRun,4509,2008
15014,Synchronicity,Magn.,4505,2016
15016,Arabian Nights: Volume 3 - The Enchanted One,KL,4502,2015
15017,The Other Side of Everything,Icar.,4491,2018
15018,The Pulitzer at 100,FRun,4489,2017
15019,Wonderful Town,Kino,4487,2008
15020,3100: Run and Become,Illumine,4483,2018
15021,The Summer of Sangaile,Strand,4480,2015
15023,German Concentration Camps Factual Survey,FRun,4468,2017
15024,The Ministers,Maya,4447,2009
15025,"Farewell, Herr Schwarz",KL,4445,2015
15026,Club Life,Orch.,4444,2015
15027,Generation Iron 2,VLA,4439,2017
15032,The Truth About Emanuel,Trib.,4404,2014
15033,The Peacemaker (2018),Central Squa,4400,2018
15034,30-Love,,4392,2017
15037,Between Us,Mont.,4380,2013
15038,The End of Time,FRun,4375,2013
15039,The Catechism Cataclysm,IFC,4373,2011
15040,Campus Radio,EBP,4370,2011
15042,Kimjongilia,Lorb.,4362,2010
15043,Back to the Jurassic,CJ,4351,2015
15045,On Meditation,KL,4322,2016
15047,Days of Grace,CP,4308,2015
15048,Auto Shop of Horrors,DWOES,4300,2016
15052,Art Is... The Permanent Revolution,FRun,4291,2012
15053,Anna,VE,4288,2014
15055,"Romulus, My Father",Magn.,4283,2008
15056,Set Fire to the Stars,Strand,4280,2015
15059,Corked!,28E,4254,2009
15060,La Navaja de Don Juan,Indic.,4254,2015
15061,My Father Die,FR,4252,2017
15063,Maximum Ride,TUG,4218,2016
15064,The Loving Story,Icar.,4218,2012
15065,Twisted: A Balloonamentary,,4218,2008
15066,Breaking a Monster,Abr.,4212,2016
15068,Free the Nipple,IFC,4198,2014
15069,Helena From the Wedding,FM,4190,2010
15070,Among the Believers,FRun,4189,2016
15071,A Case of You,IFC,4187,2013
15072,Singularity,VE,4176,2017
15073,3 Geezers!,,4175,2013
15074,Daylight (2011),CP,4171,2011
15077,Caterpillar,Lorb.,4157,2011
15078,Badsville,EpicPics,4153,2017
15080,Pawn,Anch.,4141,2013
15085,Inhale,IFC,4115,2010
15087,Contracted,IFC,4105,2013
15088,Weekend of a Champion,SD,4100,2013
15089,Solar Flare,Reg.,4098,2008
15090,Thunder and the House of Magic!,Shout!,4091,2014
15092,Silver Circle,A23,4080,2013
15093,Three Night Stand,Free,4076,2015
15094,Heavy Metal in Baghdad,ArtsA,4070,2008
15098,The Kitchen,Mont.,4054,2013
15099,The Marc Pease Experience,ParV,4033,2009
15100,Morning,Anch.,4029,2013
15101,To Die Like a Man,Strand,4029,2011
15102,Approved for Adoption,GK,4015,2013
15104,Yangsi,KL,4008,2012
15105,Death of a Ghost Hunter,Noct.,3984,2009
15106,Dreamboat,Strand,3981,2017
15107,The Woman Who Left,KL,3974,2017
15109,Three Worlds,FM,3952,2013
15110,Just Say Love,Reg.,3944,2010
15113,Salvation Army,Strand,3929,2015
15115,Afterschool,IFC,3911,2009
15116,Where God Left His Shoes,IFC,3911,2008
15117,Maidan,CGld,3909,2014
15118,Genghis Kahn: To the Ends of the Earth and Sea,BPic,3892,2008
15119,Beyond Outrage,Magn.,3878,2014
15120,Swim Little Fish Swim,UTMW,3877,2014
15121,Pontypool,IFC,3865,2009
15122,Hollidaysburg,SM,3861,2014
15123,The Moth Diaries,IFC,3838,2012
15124,"High Tech, Low Life",Argo.,3836,2013
15126,Cocote,Ghop,3815,2018
15127,Free Radicals: A History of Experimental Film,KL,3804,2012
15133,Unfreedom,DFL,3778,2015
15134,They Come to America,C/360,3775,2012
15135,Second Nature,Smarthouse,3774,2017
15139,In/Significant Others,NPP,3763,2010
15140,The Hollow,Uncork'd,3755,2016
15142,Bugs,KL,3742,2017
15146,Bad Blood the Hunger,GA,3731,2012
15147,The Free Speech Apocalypse,PMD,3726,2015
15148,The Condemned (2013),Strand,3718,2013
15149,The Harvest/La Cosecha,CLS,3709,2011
15151,Heartless,IFC,3697,2010
15155,Passion Play,Imag.,3669,2011
15156,Soul on a String,FM,3669,2017
15160,The Word,SSP,3648,2014
15161,Smash His Camera,Magn.,3644,2010
15162,In the Basement,Strand,3643,2015
15163,Emily (2017),Hiber,3642,2017
15164,Stop the Pounding Heart,BWP,3642,2014
15165,Fraude,Maya,3637,2008
15166,Vivere,Reg.,3625,2008
15167,Mr. Nobody,Magn.,3622,2013
15169,Pickin & Grinnin,HLM,3613,2012
15171,Give Me Your Hand,Strand,3601,2009
15174,Fidelio: Alice's Odyssey,FRun,3580,2015
15175,Hide Your Smiling Faces,Trib.,3576,2014
15177,Evolution of a Criminal,TFC,3568,2014
15179,The Last Film Festival,Mont.,3558,2016
15180,FourPlay,PDF,3550,2018
15182,The Day I Saw Your Heart,FM,3546,2012
15184,Tricked,KL,3533,2013
15185,Loosies,IFC,3519,2012
15187,That Sugar Film,Gold.,3500,2015
15188,Building Hope,NobP,3500,2011
15190,Who's Crazy? (2017 re-release),KL,3497,2017
15191,Locker 13,BIP,3496,2014
15192,The Citizen (2018),Artma,3495,2018
15193,"Love, Sweat and Tears",KL,3482,2017
15194,Metal Messiah,Wind Pixie,3476,2010
15195,The Hacker Wars,Vita.,3470,2014
15196,The Full Picture,,3467,2010
15197,Dalida,UTMW,3465,2017
15198,The Stroller Strategy,Rialto,3462,2013
15199,Ricky,IFC,3457,2009
15200,Cirkus Columbia,Strand,3457,2012
15202,Aftermath (2014),Free,3451,2014
15203,Life's a Breeze,Magn.,3450,2014
15204,Scenic Route,VE,3434,2013
15205,Speed Sisters,FRun,3423,2017
15206,Hyena,Trib.,3401,2015
15207,The Happy Poet,CLS,3400,2013
15212,Vamps,Anch.,3361,2012
15213,Humble Pie,Mont.,3359,2009
15214,Sleepless Night,Trib.,3358,2012
15215,Amanda & Jack Go Glamping,Orion,3352,2017
15216,Bad Match,Orion,3351,2017
15217,Followers,Cdgm.,3350,2018
15219,Murder in Fashion,Reg.,3346,2010
15220,Swerve,Cohen,3338,2013
15221,Mi America,IH,3330,2015
15222,Know How,FRun,3323,2015
15223,Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3313,2014
15226,Drunk Wedding,PARAIN,3301,2015
15229,Burning Bodhi,Mont.,3289,2016
15230,Axe Giant: The Wrath of Paul Bunyan,CP,3287,2013
15231,El Superstar: The Unlikely Rise of Juan Frances,CLS,3271,2010
15233,Planetarium,Swen,3262,2017
15235,Justice (2017),INDEP,3259,2017
15236,Vexille,BPic,3259,2008
15237,Windsor Drive,Indic.,3256,2015
15239,Devil Girl,Noct.,3244,2009
15240,The Sons of Tennessee Williams,FRun,3242,2011
15241,As Cool As I Am,IFC,3234,2013
15242,Gooby,Mont.,3234,2009
15244,blackhats (2015),R1,3216,2015
15250,La Familia,FM,3195,2018
15251,After the Wizard,BGP,3184,2012
15252,Xenia,Strand,3181,2015
15254,Heal the Living,Cohen,3176,2017
15255,Plastic Planet,FRun,3164,2011
15256,Apart (2012),Truly,3161,2012
15257,The Iron Ministry,Icar.,3159,2015
15259,The Ghosts of Johnson Woods,DWOES,3145,2016
15260,In Harmony,Distrib.,3144,2016
15261,Game Changers,Ammo,3142,2018
15262,Balls to the Wall,RM,3140,2011
15265,American Zombie,CLS,3126,2008
15266,The Girl on the Train (2014),Mont.,3124,2014
15268,My Year Without Sex,Strand,3119,2010
15273,Showrunners: The Art of Running a TV Show,SD,3100,2014
15274,What Now? Remind Me,CGld,3089,2014
15276,Who Does She Think She Is?,AL,3081,2008
15277,Plush,IMG/B,3080,2013
15278,Drew: The Man Behind the Poster,KL,3078,2013
15279,Spiral,Anch.,3072,2008
15280,The Weird World of Blowfly,Vari.,3062,2011
15282,The Afterlight,CP,3059,2010
15284,The Levelling,Mont.,3040,2017
15287,French Gigolo (Cliente),IFC,3021,2014
15288,A Girl and a Gun,FRun,3018,2013
15289,Best and Most Beautiful Things,FRun,3016,2016
15291,ATM,IFC,3010,2012
15292,About Cherry,IFC,3003,2012
15293,Fatal Assistance,Velv.,3000,2014
15294,The Lie,Scre.,3000,2011
15296,Moana With Sound (2015 re-issue),KL,2993,2015
15297,Run for Your Life,Scre.,2992,2008
15301,Wetlands Preserved,FRun,2970,2008
15303,Protektor,FM,2968,2011
15307,Altiplano,FRun,2961,2010
15308,Perfect Sense,IFC,2959,2012
15310,Kepler's Dream,INDEP,2923,2017
15311,A Kind of Murder,Magn.,2915,2016
15312,Demons,Uncork'd,2900,2017
15313,"On the Other Hand, Death",Reg.,2892,2008
15315,Shrooms,Magn.,2863,2008
15316,The Professor: Tai Chi's Journey West,FRun,2852,2016
15317,1898: Los ultimos de Filipinas,Sony,2848,2017
15321,Zokkomon,UTV,2815,2011
15322,Lower Learning,Anch.,2804,2008
15324,Approaching Midnight,Mont.,2795,2013
15325,Nana,FunAcad,2784,2018
15327,The Blue Tooth Virgin,Reg.,2762,2009
15328,Blood Ties,ALP,2760,2011
15329,White Lies,Artma,2760,2016
15330,V/H/S: Viral,Magn.,2756,2014
15331,What Richard Did,Trib.,2749,2013
15332,I Dream In Another Language,FR,2739,2017
15334,Black Out,DR,2734,2014
15335,The Lesser Blessed,Mont.,2732,2013
15338,Chocolat (2015 re-release),FILMDESK,2710,2015
15339,Julia (2015),TD,2710,2015
15340,Eichmann,Reg.,2706,2010
15344,Santoalla,Osci.,2684,2017
15345,Straight into a Storm,Abr.,2684,2018
15346,Restitution,Mont.,2664,2011
15347,United Red Army,Lorb.,2659,2011
15348,Cheerful Weather for the Wedding,IFC,2651,2012
15349,Mercedes Sosa: The Voice of Latin America,FRun,2648,2014
15350,Knuckle,Vita.,2647,2011
15352,Daughter of the Nile (re-issue),Cohen,2640,2017
15353,Come Out and Play,Cdgm.,2638,2013
15354,Body,Osci.,2634,2015
15355,Refuge,Strand,2631,2014
15357,Indigo Children,SE,2621,2014
15358,ACORN and the Firestorm,FRun,2621,2018
15359,Boogie Woogie,IFC,2618,2010
15360,Eight Miles High,MPI,2616,2008
15362,Sparrow's Dance,Trib.,2602,2013
15364,Last Flight of the Champion,HTR,2597,2013
15365,Jake Squared,Free,2592,2014
15366,Carl,ALP,2592,2012
15368,Take Me,Orch.,2583,2017
15369,Apprentice,FM,2578,2017
15370,McCanick,WGUSA,2572,2014
15371,Hayride 2,Free,2571,2015
15372,Main Street,Magn.,2560,2011
15375,Cassadaga,AD,2544,2013
15377,Two-Bit Waltz,Mont.,2540,2014
15378,Miles,Free,2537,2017
15380,The Samaritan,IFC,2521,2012
15382,Almost in Love,Argo.,2510,2013
15384,Mekong Hotel,Strand,2502,2016
15388,The Last Day of August,SE,2492,2013
15389,Homeland,KL,2491,2016
15391,Men at Lunch,FRun,2483,2013
15392,The Wait,Mont.,2480,2014
15394,My Fuhrer,FRun,2465,2009
15395,The Protector 2,Magn.,2463,2014
15397,From the East,Icar.,2436,2016
15398,The Ghastly Love of Johnny X,Strand,2436,2012
15399,Why Stop Now?,IFC,2432,2012
15402,L.A. Slasher,AD,2421,2015
15404,"1,000 Rupee Note",KL,2404,2016
15406,Polar Opposites,Reg.,2377,2008
15408,Sidewalls,IFC,2377,2011
15409,Daniel & Ana,Strand,2372,2010
15412,The Swan,Synergetic,2367,2018
15413,Evergreen: The Road to Legalization,FRun,2363,2014
15414,Village Barbershop,Mont.,2359,2009
15417,Moebius,FM,2340,2014
15418,Split: A Deeper Divide,FPR,2338,2012
15419,13 Months of Sunshine,,2337,2008
15420,Lotus Eaters,,2325,2013
15423,The Happy House,FRun,2311,2013
15424,Pool Boys,Cdgm.,2269,2011
15426,10x10,VE,2263,2018
15427,Infliction,FTP,2256,2014
15428,Red Christmas,Artsploitati,2255,2017
15430,Anita Ho,Indic.,2250,2015
15432,Memoria,Mont.,2242,2016
15434,You Won't Miss Me,ReelD,2240,2010
15435,Behind the White Glasses,KL,2223,2017
15439,7 From Etheria,PDF,2208,2017
15440,InSpectres,R88,2207,2013
15441,Scorn,Cort.,2206,2012
15442,The Girl (Flickan),Olive,2201,2010
15445,The Lady in the Car with Glasses and a Gun,Magn.,2167,2015
15452,Miss Conception,First,2134,2008
15453,Nobody's Perfect,Lorb.,2122,2010
15454,Missionary,Free,2120,2014
15455,Running with Arnold,Lant,2119,2008
15456,Me You and Five Bucks,Indic.,2105,2015
15458,The Right Kind of Wrong,Magn.,2098,2014
15459,Dayveon,FR,2077,2017
15460,Rubberneck,Trib.,2075,2013
15461,Red Flag,Trib.,2075,2013
15462,Murder.com,Reg.,2070,2008
15463,Patagonia Rising,FRun,2064,2012
15466,The Ghoul,Arrow,2032,2017
15467,Cage Fighter,IFC,2027,2018
15468,Algorithms,FRun,2021,2014
15471,The Vigilante Diaries,Anch.,1991,2016
15473,The Watermelon Woman (20th Anniversary / 2K HD Restoration),FRun,1989,2016
15474,As Good as Dead,First,1981,2010
15475,Falling Awake,IFC,1978,2010
15478,The Temptation of St. Tony,Olive,1963,2010
15479,Sikandar,AdL.,1954,2009
15480,"Accidental Courtesy: Daryl Davis, Race & America",FRun,1940,2017
15481,Best Man Down,Magn.,1938,2013
15482,West of the Jordan River,KL,1926,2018
15483,"Love, Wedding, Marriage",IFC,1926,2011
15484,Shuttle,Truly,1925,2009
15486,A Mother's Courage: Talking Back to Autism,FRun,1916,2010
15490,Sneakerheadz,SD,1903,2015
15493,Finding Happiness,Gathr,1841,2018
15495,Now & Later,CLS,1808,2011
15499,I Kissed a Vampire,Mont.,1794,2012
15500,Detour,Magn.,1788,2017
15501,The Canyon,Truly,1785,2009
15502,Ghosted,FRun,1780,2009
15503,Detention of the Dead,Anch.,1777,2013
15504,Open Windows,Cdgm.,1750,2014
15505,The Other Man: F.W. de Klerk and the End of Apartheid in South Africa,FRun,1747,2015
15506,Dark Forest,ZKS,1739,2015
15508,You Don't Need Feet to Dance,FRun,1719,2013
15511,Mr. Pip,Free,1714,2014
15512,A Beautiful Now,Mont.,1714,2016
15513,The Looking Glass,FRun,1711,2015
15514,Chalet Girl,IFC,1710,2011
15515,Dystopia 2013,ZMG,1708,2012
15516,La Leon,MBox,1708,2008
15518,On the Rumba River,FRun,1698,2008
15519,More Than the Rainbow,FRun,1677,2014
15520,House of Usher,Reg.,1677,2008
15523,Flashbacks of a Fool,Anch.,1664,2008
15525,They're Out of Business,IFC,1655,2011
15527,Eddie the Sleepwalking Cannibal,DR,1632,2013
15528,Drown,Strand,1631,2015
15529,Cut Snake,Mont.,1625,2015
15530,Summer in February,Trib.,1624,2014
15531,In Her Name (Au nom de ma fille),Distrib.,1623,2016
15535,Ben X,FM,1601,2008
15536,Forever (2015),Mont.,1598,2015
15537,Miss India America,MarVista,1598,2016
15539,Manuela and Manuel,Reg.,1582,2010
15545,The Tunnel (2011),BR,1532,2011
15546,El Velador (The Night Watchman),Icar.,1530,2012
15547,Rhymes for Young Ghouls,Mont.,1529,2014
15548,Postman Pat: The Movie,Shout!,1519,2014
15549,"Carmo, Hit the Road",FRun,1512,2010
15550,Stations of the Cross,FM,1505,2015
15551,Souldier,PDF,1500,2014
15554,Where Are You Taking Me?,Icar.,1492,2012
15556,Making Rounds,FRun,1484,2015
15557,Almost Friends,Orion,1481,2017
15563,Level Up,FB,1469,2016
15564,The Package (2013),Anch.,1469,2013
15565,Officer Down,Anch.,1463,2013
15566,The Outcasts,Swen,1455,2017
15571,Hyena Road,Gold.,1430,2016
